name,featureType,code,lat,lng
Cheshi Creek,Creek (1),602,51.481111,-124.418889
Cheskwa Creek,Creek (1),602,54.099444,-125.177778
Chesnucknuw Creek,Creek (1),602,49.042778,-124.8375
Chester Creek,Creek (1),602,49.152778,-122.396667
Chesterfield Creek,Creek (1),602,57.75,-125.296667
Chettleburgh Creek,Creek (1),602,56.892778,-127.967778
Chevans Creek,Creek (1),602,52.963056,-122.766111
Cheves Creek,Creek (1),602,58.542778,-122.831389
Chevreuil Creek,Creek (1),602,49.348333,-121.144722
Chiaz Creek,Creek (1),602,52.812222,-121.969722
Chicago Creek,Creek (1),602,55.220556,-127.685278
Chichouyenily Creek,Creek (1),602,55.315833,-123.133333
Chicken Creek,Creek (1),602,59.516944,-134.485556
Chicken Creek,Creek (1),602,57.266944,-123.035556
Chicken Creek,Creek (1),602,51.759167,-121.054444
Chicken Lake Creek,Creek (1),602,54.7925,-127.1825
Chickwat Creek,Creek (1),602,49.831667,-123.696667
Chief George Creek,Creek (1),602,49.590278,-122.920833
Chief Paul Creek,Creek (1),602,49.945278,-122.422778
Chiefs Cabin Creek,Creek (1),602,56.492778,-121.9275
Chigatlque Creek,Creek (1),602,55.276722,-129.037794
Chikamin Creek,Creek (1),602,53.472778,-126.986667
Chilako Creek,Creek (1),602,53.75513,-123.03401
Chilco Creek,Creek (1),602,53.993056,-123.824444
Child Creek,Creek (1),602,49.157778,-124.775278
Childers Creek,Creek (1),602,58.286389,-123.919444
Chili Creek,Creek (1),602,57.511944,-127.631389
Chilliwack Creek,Creek (1),602,49.165556,-122.013889
Chillo Creek,Creek (1),602,53.719167,-123.116389
Chilqua Creek,Creek (1),602,49.166476,-122.184595
Chimdemash Creek,Creek (1),602,54.664722,-128.376111
Chimney Creek,Creek (1),602,59.5075,-124.779167
Chimney Creek,Creek (1),602,52.060556,-122.274722
China Cabin Creek,Creek (1),602,52.328889,-121.464444
China Creek,Creek (1),602,49.219722,-117.680278
China Creek,Creek (1),602,49.152778,-124.790278
China Creek,Creek (1),602,49.538889,-119.07
China Creek,Creek (1),602,55.191944,-127.398889
China Creek,Creek (1),602,53.001111,-121.406111
Chinee Creek,Creek (1),602,52.484167,-122.439444
Chinohchey Creek,Creek (1),602,54.156389,-123.539722
Chinook Creek,Creek (1),602,51.258056,-120.176389
Chinukundl Creek,Creek (1),602,53.324167,-131.954167
Chip Creek,Creek (1),602,51.239167,-119.991111
Chipesia Creek,Creek (1),602,57.947222,-122.881389
Chipka Creek,Creek (1),602,49.395,-115.419722
Chipman Creek,Creek (1),602,48.844167,-123.923333
Chipmunk Creek,Creek (1),602,49.105833,-121.645833
Chipmunk Creek,Creek (1),602,56.696389,-127.801944
Chipp Creek,Creek (1),602,52.976667,-121.991389
Chipuin Creek,Creek (1),602,50.726667,-121.651667
Chisel Creek,Creek (1),602,52.364444,-117.778056
Chisholm Creek,Creek (1),602,53.039167,-121.718056
Chisholm Creek,Creek (1),602,52.2975,-120.548333
Chisholm Creek,Creek (1),602,49.361667,-120.966944
Chism Creek,Creek (1),602,50.733333,-122.692778
Chismore Creek,Creek (1),602,57.260833,-130.016111
Chist Creek,Creek (1),602,54.253056,-128.496389
Chita Creek,Creek (1),602,51.249167,-123.580278
Chlotapecta Creek,Creek (1),602,58.546944,-123.788611
Choate Creek,Creek (1),602,52.408889,-121.720278
Chochiwa Creek,Creek (1),602,50.115278,-121.836389
Chokatah Creek,Creek (1),602,59.366389,-131.040833
Chowika Creek,Creek (1),602,56.742222,-124.728611
Chowsunkut Creek,Creek (1),602,53.946667,-124.648889
Chris Creek,Creek (1),602,54.326389,-128.718611
Christensen Creek,Creek (1),602,52.541111,-125.358611
Christensen Creek,Creek (1),602,49.226389,-118.687222
Christenson Creek,Creek (1),602,52.463333,-126.683611
Christian Creek,Creek (1),602,49.552778,-120.424167
Christian Creek,Creek (1),602,50.853056,-119.972778
Christian Creek,Creek (1),602,50.403056,-118.788056
Christian Creek,Creek (1),602,49.661667,-117.512222
Christie Creek,Creek (1),602,49.934167,-118.041667
Christie Creek,Creek (1),602,50.136111,-119.619722
Christien Creek,Creek (1),602,50.290556,-118.803611
Christina Creek,Creek (1),602,49.03,-118.201667
Christina Creek,Creek (1),602,57.241111,-131.853056
Christmas Creek,Creek (1),602,59.345278,-131.941667
Christmas Creek,Creek (1),602,51.861389,-120.861944
Christopher Creek,Creek (1),602,49.101944,-116.072222
Christy Creek,Creek (1),602,49.999855,-118.10115
Chrome Creek,Creek (1),602,50.983333,-121.400278
Chromite Creek,Creek (1),602,59.521389,-129.859167
Chromium Creek,Creek (1),602,51.798889,-125.001944
Chu Chua Creek,Creek (1),602,51.346389,-120.168333
Chuatse Creek,Creek (1),602,58.811944,-122.243611
Chuchinka Creek,Creek (1),602,54.532778,-122.630556
Chuchitzeny Creek,Creek (1),602,57.713056,-123.105
Chuck Creek,Creek (1),602,59.713889,-136.588889
Chuck Creek,Creek (1),602,51.590556,-119.695
Chuckling Creek,Creek (1),602,49.777579,-123.119362
Chuloewaku Creek,Creek (1),602,50.366667,-121.679722
Chum Creek,Creek (1),602,50.865833,-119.60
Chunamon Creek,Creek (1),602,56.236111,-124.376111
Church Creek,Creek (1),602,49.028333,-117.504167
Churchill Creek,Creek (1),602,49.393333,-118.054722
Churchill Creek,Creek (1),602,58.420556,-125.120278
Churn Creek,Creek (1),602,51.518611,-122.282778
Chusan Creek,Creek (1),602,50.473333,-124.379722
Chute Creek,Creek (1),602,49.906111,-125.443333
Chute Creek,Creek (1),602,49.652778,-119.628333
Chuwanten Creek,Creek (1),602,49.056111,-120.729444
Chuyazega Creek,Creek (1),602,54.947222,-122.596667
Ciarelli Creek,Creek (1),602,55.552778,-124.198889
Cicero Creek,Creek (1),602,51.019167,-119.934444
Cinema Creek,Creek (1),602,57.523611,-131.7775
Cinnabar Creek,Creek (1),602,50.039167,-119.499167
Cinnamon Creek,Creek (1),602,49.599722,-118.1625
Cinnamon Creek,Creek (1),602,50.613889,-122.106667
Cinquefoil Creek,Creek (1),602,50.537222,-121.776389
Circle Creek,Creek (1),602,52.782222,-122.166667
Circo Creek,Creek (1),602,48.441389,-124.1275
Ciriaco Creek,Creek (1),602,49.929444,-126.813056
Cirque Creek,Creek (1),602,50.675833,-118.358611
Cirque Creek,Creek (1),602,51.411389,-117.066944
Citroen Creek,Creek (1),602,58.029722,-126.299167
Clabon Creek,Creek (1),602,51.177222,-117.922778
Clachnacudainn Creek,Creek (1),602,51.036389,-117.987222
Clack Creek,Creek (1),602,49.426111,-123.638611
Cladothamnus Creek,Creek (1),602,50.107778,-127.755
Claimjumper Creek,Creek (1),602,59.540556,-129.933333
Clair Creek,Creek (1),602,52.817778,-121.218611
Clancy Creek,Creek (1),602,50.535278,-116.981944
Clanninick Creek,Creek (1),602,50.041389,-127.411111
Clapp Creek,Creek (1),602,48.593889,-123.984167
Clapperton Creek,Creek (1),602,50.161944,-120.669722
Clarence Creek,Creek (1),602,54.993333,-128.820833
Clark Creek,Creek (1),602,49.714167,-119.107778
Clark Creek,Creek (1),602,49.415833,-119.801389
Clark Creek,Creek (1),602,50.908056,-121.773889
Clark Creek,Creek (1),602,50.014444,-119.361389
Clark Creek,Creek (1),602,50.339722,-120.623056
Clarke Creek,Creek (1),602,54.053333,-124.594722
Clary Creek,Creek (1),602,55.474722,-129.441389
Classy Creek,Creek (1),602,58.114167,-130.789444
Clatlatiently Creek,Creek (1),602,53.965,-125.950278
Clatse Creek,Creek (1),602,52.335556,-127.837778
Claud Elliott Creek,Creek (1),602,50.346944,-126.505
Clawson Creek,Creek (1),602,51.120833,-116.504722
Claxton Creek,Creek (1),602,54.080278,-130.088889
Clay Creek,Creek (1),602,49.659722,-115.356389
Clay Creek,Creek (1),602,51.596389,-119.888056
Clay Creek,Creek (1),602,49.269722,-126.075556
Clay Creek,Creek (1),602,54.317222,-129.205556
Clayburn Creek,Creek (1),602,49.108611,-122.280556
Clayton Creek,Creek (1),602,59.627222,-136.375556
Clayton Creek,Creek (1),602,52.683173,-121.551339
Clayton Falls Creek,Creek (1),602,52.371389,-126.815833
Cleagh Creek,Creek (1),602,50.476111,-127.753889
Clear Creek,Creek (1),602,49.639167,-121.836944
Clear Creek,Creek (1),602,51.881111,-118.581944
Clear Creek,Creek (1),602,50.219444,-125.225
Clear Creek,Creek (1),602,54.064167,-124.158333
Clear Creek,Creek (1),602,54.569722,-127.635
Clear Creek,Creek (1),602,59.631944,-136.290833
Clear Creek,Creek (1),602,49.048056,-121.976111
Clear Creek,Creek (1),602,54.824444,-128.790556
Clear Creek,Creek (1),602,50.176667,-116.193056
Clearbrook Creek,Creek (1),602,52.521389,-121.231389
Clearwater Creek,Creek (1),602,49.3925,-117.208611
Clearwater Creek,Creek (1),602,50.445,-116.256667
Clearwater Creek,Creek (1),602,51.617778,-117.40
Clearwater Creek,Creek (1),602,55.900556,-123.161389
Clearwater Creek,Creek (1),602,54.345,-128.589167
Cleft Creek,Creek (1),602,56.265833,-129.115833
Clematis Creek,Creek (1),602,50.061111,-118.4275
Clemenceau Creek,Creek (1),602,52.337778,-117.971111
Clemens Creek,Creek (1),602,49.135556,-125.137778
Clement Creek,Creek (1),602,49.176389,-118.694167
Clementine Creek,Creek (1),602,49.449167,-122.879444
Clemes Creek,Creek (1),602,50.878333,-120.971944
Clemina Creek,Creek (1),602,52.565278,-119.105
Clendinning Creek,Creek (1),602,50.331111,-123.576944
Clesklagh Creek,Creek (1),602,50.628889,-127.895
Cleveland Creek,Creek (1),602,55.586667,-122.336111
Cliff Creek,Creek (1),602,57.332778,-127.16
Clifford Creek,Creek (1),602,55.655556,-128.21
Clifford Creek,Creek (1),602,52.605556,-129.122778
Climax Creek,Creek (1),602,49.771389,-117.466667
Clinch Creek,Creek (1),602,48.452778,-124.178056
Clinchintampan Creek,Creek (1),602,52.369167,-124.002778
Clint Creek,Creek (1),602,52.876389,-131.987222
Clint Creek,Creek (1),602,50.215833,-116.914444
Clinton Creek,Creek (1),602,51.436389,-119.463056
Clinton Creek,Creek (1),602,51.108889,-121.481389
Clipper Creek,Creek (1),602,49.570556,-123.049722
Clipper Creek,Creek (1),602,50.534167,-124.935278
Clo-oose Creek,Creek (1),602,48.661667,-124.823889
Clode Creek,Creek (1),602,50.213056,-114.886111
Clonard Creek,Creek (1),602,48.787778,-125.115833
Cloudburst Creek,Creek (1),602,49.874167,-123.232778
Clover Creek,Creek (1),602,49.868889,-119.857778
Clover Creek,Creek (1),602,51.888333,-120.023889
Club Creek,Creek (1),602,52.309722,-121.01
Club Creek,Creek (1),602,54.825278,-127.215833
Club Creek,Creek (1),602,54.858333,-121.256667
Cluculz Creek,Creek (1),602,53.984722,-123.6275
Clute Creek,Creek (1),602,50.009444,-116.878056
Clutesi Creek,Creek (1),602,49.2725,-125.048056
Clyde Creek,Creek (1),602,53.386111,-120.334444
Clyde Creek,Creek (1),602,49.149167,-117.121389
Clydeside Creek,Creek (1),602,48.588333,-124.09
Coal Creek,Creek (1),602,48.589722,-124.4275
Coal Creek,Creek (1),602,49.497222,-115.070278
Coal Creek,Creek (1),602,55.970833,-120.415
Coal Creek,Creek (1),602,54.798611,-127.755
Coal Creek,Creek (1),602,57.47,-122.080556
Coal Creek,Creek (1),602,51.176111,-120.9225
Coal Creek,Creek (1),602,48.626389,-124.765278
Coalbed Creek,Creek (1),602,55.927222,-122.145556
Coalgoat Creek,Creek (1),602,50.050833,-118.556667
Coates Creek,Creek (1),602,50.303056,-117.626111
Coates Creek,Creek (1),602,49.345833,-120.915833
Coates Creek,Creek (1),602,50.058889,-118.420833
Coates Creek,Creek (1),602,53.685278,-132.927222
Cobby Creek,Creek (1),602,59.677778,-136.67
Cochin Creek,Creek (1),602,51.785278,-124.481944
Cochran Creek,Creek (1),602,50.585,-115.775
Cochrane Creek,Creek (1),602,49.664167,-118.733611
Cochrane Creek,Creek (1),602,53.024167,-119.220833
Cockle Creek,Creek (1),602,50.567222,-117.005278
Coconino Creek,Creek (1),602,59.898611,-131.894722
Codona Creek,Creek (1),602,50.609444,-120.0625
Cody Creek,Creek (1),602,49.975278,-117.198056
Cody Creek,Creek (1),602,58.624722,-130.804444
Coetkwaus Creek,Creek (1),602,50.582222,-127.426944
Coeur d'Alene Creek,Creek (1),602,49.045556,-125.138056
Coffee Creek,Creek (1),602,49.696944,-116.9075
Coffee Creek,Creek (1),602,56.385278,-121.054722
Coffey Creek,Creek (1),602,58.783107,-133.318665
Coffin Creek,Creek (1),602,54.621667,-126.916111
Cogburn Creek,Creek (1),602,49.533333,-121.768333
Coghlan Creek,Creek (1),602,49.121667,-122.568611
Cohoe Creek,Creek (1),602,49.464167,-122.008889
Cohoe Creek,Creek (1),602,50.901667,-127.234444
Cohoe Creek,Creek (1),602,53.659167,-132.20
Coin Creek,Creek (1),602,49.956389,-123.432222
Cokato Creek,Creek (1),602,49.445,-115.054167
Colbourne Creek,Creek (1),602,55.073333,-122.887778
Colbran Creek,Creek (1),602,48.999851,-118.151128
Colby Creek,Creek (1),602,49.288611,-119.045556
Cold Creek,Creek (1),602,49.026111,-115.999444
Cold Creek,Creek (1),602,49.219444,-119.947778
Cold Creek,Creek (1),602,50.733889,-120.208056
Cold Creek,Creek (1),602,49.281667,-124.779722
Cold Creek,Creek (1),602,51.809167,-127.891111
Cold Creek,Creek (1),602,53.213611,-120.091389
Cold Spring Creek,Creek (1),602,50.332222,-115.869444
Coldspring Creek,Creek (1),602,53.018611,-122.105833
Coldspring Creek,Creek (1),602,52.002778,-121.742778
Coldstream Creek,Creek (1),602,50.223889,-119.263333
Coldstream Creek,Creek (1),602,55.705,-121.1725
Coldstream Creek,Creek (1),602,50.537222,-121.284722
Coldwater Creek,Creek (1),602,54.306389,-125.071389
Coldwater Creek,Creek (1),602,54.389167,-128.63
Coldwell Creek,Creek (1),602,49.394722,-122.886667
Coldwell Creek,Creek (1),602,49.7825,-117.394167
Cole Creek,Creek (1),602,53.299167,-128.156111
Cole Creek,Creek (1),602,48.385278,-123.54
Cole Creek,Creek (1),602,55.798056,-125.060556
Colebank Creek,Creek (1),602,53.303889,-122.443889
Coleman Creek,Creek (1),602,49.006389,-124.8575
Coleman Creek,Creek (1),602,55.967222,-120.0225
Colepitts Creek,Creek (1),602,51.497097,-117.171988
Coles Creek,Creek (1),602,53.466389,-127.211111
Coley Creek,Creek (1),602,49.788889,-120.796389
Colgrove Creek,Creek (1),602,53.442222,-122.509722
Colin Creek,Creek (1),602,50.2575,-115.271944
Colin Creek,Creek (1),602,56.04,-123.683889
Coliseum Creek,Creek (1),602,59.324722,-134.031389
Coliseum Creek,Creek (1),602,49.426667,-123.041944
Colledge Creek,Creek (1),602,57.181389,-123.798611
Colleen Creek,Creek (1),602,49.187222,-116.013889
Collett Creek,Creek (1),602,49.527778,-120.412222
Collett Creek,Creek (1),602,53.165,-119.931667
Colley Creek,Creek (1),602,50.6175,-121.574722
Colley Creek,Creek (1),602,54.026389,-126.144444
Collie Creek,Creek (1),602,51.691944,-116.718056
Collins Creek,Creek (1),602,52.352222,-122.351111
Collins Creek,Creek (1),602,56.441111,-124.378889
Collins Creek,Creek (1),602,52.663056,-121.463611
Collis Creek,Creek (1),602,50.763333,-122.888056
Colonel Creek,Creek (1),602,53.073611,-118.862222
Colonel Johnston Creek,Creek (1),602,54.205833,-130.153333
Colonial Creek,Creek (1),602,50.330833,-127.433889
Colony Creek,Creek (1),602,50.538333,-127.626389
Colpitti Creek,Creek (1),602,51.623056,-117.506667
Colpman Creek,Creek (1),602,48.544722,-123.558056
Colt Creek,Creek (1),602,56.465,-122.349167
Coltern Creek,Creek (1),602,49.139167,-118.57
Colvile Creek,Creek (1),602,49.382778,-121.185556
Colvin Creek,Creek (1),602,49.475278,-123.8625
Colwell Creek,Creek (1),602,51.830556,-125.328611
Colwood Creek,Creek (1),602,48.430278,-123.4675
Comaplix Creek,Creek (1),602,50.750833,-117.775278
Comb Creek,Creek (1),602,53.730278,-127.149444
Combination Creek,Creek (1),602,49.295556,-120.549444
Comeau Creek,Creek (1),602,55.156389,-127.7775
Comedy Creek,Creek (1),602,51.553889,-117.615833
Comet Creek,Creek (1),602,52.969722,-121.010556
Commerce Creek,Creek (1),602,49.137222,-114.496389
Commission Creek,Creek (1),602,49.762778,-117.191667
Common Johnny Creek,Creek (1),602,50.474722,-122.376944
Commotion Creek,Creek (1),602,55.602778,-121.885
Community Creek,Creek (1),602,49.781734,-124.181896
Community Creek,Creek (1),602,50.923889,-120.109167
Como Creek,Creek (1),602,49.223889,-122.850556
Comox Creek,Creek (1),602,49.578333,-125.235278
Companion Creek,Creek (1),602,50.884722,-115.753611
Compass Creek,Creek (1),602,52.675833,-126.266389
Compton Creek,Creek (1),602,50.222222,-126.085278
Conant Creek,Creek (1),602,50.265833,-120.590556
Condit Creek,Creek (1),602,55.983151,-126.818305
Confusion Creek,Creek (1),602,53.4025,-122.233889
Conglin Creek,Creek (1),602,49.795556,-120.526389
Conglomerate Creek,Creek (1),602,57.341389,-128.998333
Congo Creek,Creek (1),602,49.896111,-117.376111
Conifryd Creek,Creek (1),602,49.08317,-119.58451
Conkle Creek,Creek (1),602,49.206667,-119.011389
Connaghan Creek,Creek (1),602,55.548889,-124.241389
Connaly Creek,Creek (1),602,49.525556,-120.711944
Connaught Creek,Creek (1),602,51.354167,-117.429722
Connection Creek,Creek (1),602,52.923056,-120.933333
Connel Creek,Creek (1),602,50.6425,-122.416944
Conner Creek,Creek (1),602,49.095,-115.066944
Connolly Creek,Creek (1),602,49.486944,-123.151111
Connor Creek,Creek (1),602,49.309167,-121.881111
Connor Creek,Creek (1),602,49.438889,-117.4925
Connors Creek,Creek (1),602,57.606389,-128.807222
Conover Creek,Creek (1),602,57.663611,-131.634444
Conrad Creek,Creek (1),602,50.891944,-116.896944
Conroy Creek,Creek (1),602,49.879167,-123.1625
Conroy Creek,Creek (1),602,58.001389,-121.529444
Conroy Creek,Creek (1),602,50.001667,-119.233333
Consinka Creek,Creek (1),602,48.936111,-124.981667
Consolation Creek,Creek (1),602,59.910556,-133.179444
Consort Creek,Creek (1),602,50.098611,-126.048611
Contact Creek,Creek (1),602,57.258056,-131.545278
Contact Creek,Creek (1),602,59.996667,-127.725278
Conte Creek,Creek (1),602,50.323889,-121.652222
Conway Creek,Creek (1),602,49.421944,-116.920556
Cony Creek,Creek (1),602,49.890556,-117.852778
Cook Creek,Creek (1),602,49.08,-124.846667
Cook Creek,Creek (1),602,49.5325,-120.721944
Cook Creek,Creek (1),602,49.485556,-123.767222
Cook Creek,Creek (1),602,52.146667,-119.268056
Cook Creek,Creek (1),602,49.549787,-124.251336
Cook Creek,Creek (1),602,49.455278,-124.758056
Cook Creek,Creek (1),602,55.806389,-124.964167
Cooke Creek,Creek (1),602,50.603889,-118.8375
Cooke Creek,Creek (1),602,51.687222,-127.290556
Cookson Creek,Creek (1),602,49.685278,-119.098889
Cool Creek,Creek (1),602,49.148611,-120.255278
Coola Creek,Creek (1),602,51.215,-124.985556
Coon Creek,Creek (1),602,50.783333,-117.454722
Coon Creek,Creek (1),602,49.69808,-122.09612
Coonskin Creek,Creek (1),602,48.87326,-124.20862
Cooper Creek,Creek (1),602,50.197222,-116.953056
Cooper Creek,Creek (1),602,49.337222,-116.110556
Cooper Creek,Creek (1),602,52.411111,-123.561389
Cooper Creek,Creek (1),602,56.060556,-130.016111
Cooper Creek,Creek (1),602,53.187222,-121.721111
Cooper Creek,Creek (1),602,51.584167,-123.056389
Cooper Creek,Creek (1),602,50.168333,-125.801389
Cop Creek,Creek (1),602,49.209444,-124.631944
Copas Creek,Creek (1),602,56.872222,-126.705278
Copeland Creek,Creek (1),602,51.124444,-118.329167
Copeman Creek,Creek (1),602,49.633611,-124.92
Coplin Creek,Creek (1),602,56.365833,-121.536389
Copp Creek,Creek (1),602,50.704444,-122.654722
Copp Creek,Creek (1),602,53.74,-132.051111
Copper Cliff Creek,Creek (1),602,53.996667,-127.643611
Copper Creek,Creek (1),602,50.626944,-122.10
Copper Creek,Creek (1),602,50.031944,-115.804167
Copper Creek,Creek (1),602,51.544167,-117.149722
Copper Creek,Creek (1),602,49.311944,-117.405278
Copper Creek,Creek (1),602,49.059167,-118.201667
Copper Creek,Creek (1),602,58.214722,-131.727778
Copper Creek,Creek (1),602,53.161111,-131.800278
Copper Creek,Creek (1),602,49.19,-120.556944
Copper Creek,Creek (1),602,51.406389,-124.473333
Copper Creek,Creek (1),602,54.527222,-122.718889
Copper Johnny Creek,Creek (1),602,51.366944,-121.743056
Copper Queen Creek,Creek (1),602,50.599444,-117.442778
Coppercrown Creek,Creek (1),602,50.3725,-116.351944
Copperkettle Creek,Creek (1),602,49.580278,-118.795556
Copperstain Creek,Creek (1),602,51.341389,-117.354444
Coppery Creek,Creek (1),602,49.798611,-116.438056
Coqueis Creek,Creek (1),602,50.445556,-127.533333
Corbin Creek,Creek (1),602,49.513774,-114.676023
Corbold Creek,Creek (1),602,49.615833,-122.6475
Corbould Creek,Creek (1),602,52.375,-126.080833
Cordella Creek,Creek (1),602,54.033056,-128.616667
Cordella Creek,Creek (1),602,54.009444,-126.225833
Corduroy Creek,Creek (1),602,55.194722,-127.399722
Corkscrew Creek,Creek (1),602,53.900556,-124.185278
Corkscrew Creek,Creek (1),602,52.491667,-125.350556
Corless Creek,Creek (1),602,53.885278,-122.5125
Cormier Creek,Creek (1),602,60.00,-128.804722
Corn Creek,Creek (1),602,49.0975,-116.601111
Cornbeef Creek,Creek (1),602,49.689722,-116.868889
Corne d'elan Creek,Creek (1),602,50.609167,-115.808889
Cornell Creek,Creek (1),602,52.018333,-122.608056
Corner Creek,Creek (1),602,50.698889,-117.296111
Cornet Creek,Creek (1),602,51.666944,-119.5075
Cornice Creek,Creek (1),602,52.942778,-127.141944
Corning Creek,Creek (1),602,50.905278,-119.5275
Cornish Creek,Creek (1),602,53.132778,-121.623056
Cornwall Creek,Creek (1),602,50.699722,-121.302222
Corporation Creek,Creek (1),602,49.635,-119.429722
Corral Creek,Creek (1),602,49.269444,-120.781111
Corral Creek,Creek (1),602,48.999853,-117.934454
Corral Creek,Creek (1),602,55.648611,-128.179167
Corrie Creek,Creek (1),602,50.026111,-122.953056
Corrigan Creek,Creek (1),602,49.098333,-124.776944
Corsan Creek,Creek (1),602,50.986389,-126.489444
Cortiana Creek,Creek (1),602,49.984722,-118.313333
Cory Creek,Creek (1),602,49.25,-116.628889
Cory Creek,Creek (1),602,49.838889,-117.441389
Corya Creek,Creek (1),602,55.041389,-127.312222
Coryell Creek,Creek (1),602,49.160833,-118.098333
Cosar Creek,Creek (1),602,49.926209,-121.46098
Cosens Creek,Creek (1),602,50.194444,-119.262222
Cosh Creek,Creek (1),602,59.999167,-127.809167
Cosmoskey Creek,Creek (1),602,52.288056,-120.747778
Coteay Creek,Creek (1),602,49.108056,-119.342222
Cotter Creek,Creek (1),602,49.409167,-125.896667
Cottle Creek,Creek (1),602,49.21,-123.953611
Cotton Creek,Creek (1),602,49.361389,-115.826389
Cotton Creek,Creek (1),602,51.358611,-118.842778
Cottonwood Creek,Creek (1),602,52.872222,-118.686111
Cottonwood Creek,Creek (1),602,49.490833,-117.306667
Cottonwood Creek,Creek (1),602,48.874722,-124.236667
Cottonwood Creek,Creek (1),602,50.303333,-121.956667
Cougar Canyon Creek,Creek (1),602,49.156111,-122.9425
Cougar Creek,Creek (1),602,49.623056,-117.7975
Cougar Creek,Creek (1),602,50.333163,-120.817914
Cougar Creek,Creek (1),602,49.723611,-126.455833
Cougar Smith Creek,Creek (1),602,49.498611,-124.843611
Coulahan Creek,Creek (1),602,58.972778,-130.328889
Couldrey Creek,Creek (1),602,49.041111,-114.509167
Coulee Creek,Creek (1),602,55.859444,-120.801944
Coulter Creek,Creek (1),602,53.092222,-121.678889
Coulter Creek,Creek (1),602,56.5325,-130.499722
Coulthard Creek,Creek (1),602,49.096944,-119.783056
Council Creek,Creek (1),602,48.51,-123.695556
Coursier Creek,Creek (1),602,51.090833,-118.1775
Courvoisier Creek,Creek (1),602,59.070556,-122.009722
Cous Creek,Creek (1),602,49.183611,-124.829444
Cousins Creek,Creek (1),602,56.433611,-129.3725
Cove Creek,Creek (1),602,51.669444,-119.648056
Cove Creek,Creek (1),602,49.883056,-117.444722
Cover Creek,Creek (1),602,49.871389,-126.743611
Covert Creek,Creek (1),602,54.896111,-126.591111
Covington Creek,Creek (1),602,54.5325,-126.321944
Cow Creek,Creek (1),602,56.520717,-122.315388
Cow Creek,Creek (1),602,49.274722,-126.168889
Cow Creek,Creek (1),602,54.961667,-127.330556
Cowan Creek,Creek (1),602,50.476224,-120.348458
Cowart Creek,Creek (1),602,56.09,-123.659444
Cowell Creek,Creek (1),602,51.407222,-120.103611
Cowie Creek,Creek (1),602,49.500833,-124.819722
Cowie Creek,Creek (1),602,55.59,-121.200556
Cowie Creek,Creek (1),602,49.539722,-117.653611
Cox Creek,Creek (1),602,52.939444,-122.638056
Cox Creek,Creek (1),602,54.951944,-126.693333
Cox Creek,Creek (1),602,49.618611,-126.629444
Cox Creek,Creek (1),602,50.302222,-126.413889
Coyle Creek,Creek (1),602,55.549167,-126.637222
Coyote Creek,Creek (1),602,57.723056,-129.994167
Coyote Creek,Creek (1),602,52.304167,-122.287778
Coyote Creek,Creek (1),602,50.073056,-115.517222
Coyote Creek,Creek (1),602,55.573056,-122.3875
Coyote Point Creek,Creek (1),602,52.048056,-121.240278
Crabapple Creek,Creek (1),602,50.120556,-123.843333
Cracker Creek,Creek (1),602,59.746111,-133.216111
Crackerjack Creek,Creek (1),602,49.208611,-116.341389
Craft Creek,Creek (1),602,50.395,-127.253889
Crag Creek,Creek (1),602,52.748611,-126.459167
Cragg Creek,Creek (1),602,48.52,-123.780278
Crahan Creek,Creek (1),602,49.701667,-114.828611
Craibenn Creek,Creek (1),602,53.350556,-120.246944
Craig Creek,Creek (1),602,50.524167,-117.338889
Craig Creek,Creek (1),602,49.303611,-124.238611
Craigellachie Creek,Creek (1),602,50.973611,-118.724167
Craigflower Creek,Creek (1),602,48.456111,-123.432778
Craigtown Creek,Creek (1),602,49.273056,-117.389167
Cranberry Creek,Creek (1),602,50.716389,-117.990278
Cranberry Creek,Creek (1),602,54.405278,-124.190833
Cranberry Creek,Creek (1),602,52.836667,-119.290833
Cranby Creek,Creek (1),602,49.679167,-124.480556
Crane Creek,Creek (1),602,50.949812,-122.767995
Cranston Creek,Creek (1),602,49.0475,-117.943056
Crassier Creek,Creek (1),602,55.633056,-122.239722
Craster Creek,Creek (1),602,50.233056,-119.113611
Crater Creek,Creek (1),602,50.664167,-121.624167
Crater Creek,Creek (1),602,49.141667,-120.026944
Crater Creek,Creek (1),602,59.741111,-133.553889
Crater Creek,Creek (1),602,55.102222,-128.978056
Craven Creek,Creek (1),602,56.971667,-129.544444
Craw Creek,Creek (1),602,51.689722,-118.053056
Crawford Creek,Creek (1),602,49.6875,-122.918056
Crawford Creek,Creek (1),602,49.665556,-116.8125
Crawford Creek,Creek (1),602,50.753056,-117.980556
Crawley Creek,Creek (1),602,50.533889,-119.099167
Crayke Creek,Creek (1),602,57.743889,-130.963056
Craze Creek,Creek (1),602,52.913056,-121.350833
Craze Creek,Creek (1),602,53.352222,-121.483056
Crazy Creek,Creek (1),602,50.7475,-122.736111
Crazy Creek,Creek (1),602,50.252778,-116.794722
Crazy Creek,Creek (1),602,50.991389,-118.646389
Crazy Creek,Creek (1),602,52.810556,-132.037222
Crazy Creek,Creek (1),602,51.515,-125.057222
Cream Creek,Creek (1),602,49.498056,-125.523611
Credge Creek,Creek (1),602,52.678889,-122.025556
Creggan Creek,Creek (1),602,49.031389,-117.294722
Crehan Creek,Creek (1),602,57.876111,-123.680833
