name,featureType,code,lat,lng
Williams Lake,City,1,52.129167,-122.14
Comox,Town,2,49.672778,-124.927778
Creston,Town,2,49.0975,-116.513056
Gibsons,Town,2,49.400278,-123.508889
Golden,Town,2,51.297778,-116.964722
Ladysmith,Town,2,48.993333,-123.815556
Lake Cowichan,Town,2,48.825833,-124.056389
Oliver,Town,2,49.1825,-119.550833
Osoyoos,Town,2,49.0325,-119.468333
Port McNeill,Town,2,50.589444,-127.083611
Princeton,Town,2,49.460278,-120.507778
Qualicum Beach,Town,2,49.348056,-124.443889
Sidney,Town,2,48.650556,-123.398333
Smithers,Town,2,54.779167,-127.176111
View Royal,Town,2,48.451944,-123.434167
Alert Bay,Village (1),3,50.583889,-126.927778
Anmore,Village (1),3,49.314444,-122.856389
Ashcroft,Village (1),3,50.721389,-121.283611
Belcarra,Village (1),3,49.313611,-122.915
Burns Lake,Village (1),3,54.230278,-125.764444
Cache Creek,Village (1),3,50.811944,-121.323333
Canal Flats,Village (1),3,50.160278,-115.808889
Chase,Village (1),3,50.819167,-119.686111
Clinton,Village (1),3,51.091667,-121.586667
Cumberland,Village (1),3,49.618611,-125.0325
Daajing Giids,Village (1),3,53.254722,-132.1025
Fraser Lake,Village (1),3,54.060278,-124.843889
Fruitvale,Village (1),3,49.115,-117.542778
Gold River,Village (1),3,49.781389,-126.046944
Granisle,Village (1),3,54.884722,-126.206667
Harrison Hot Springs,Village (1),3,49.298889,-121.784444
Hazelton,Village (1),3,55.255833,-127.675556
Kaslo,Village (1),3,49.910556,-116.905
Keremeos,Village (1),3,49.204722,-119.829722
Lions Bay,Village (1),3,49.458611,-123.235278
Lumby,Village (1),3,50.250833,-118.961944
Lytton,Village (1),3,50.231111,-121.581389
Masset,Village (1),3,54.011111,-132.146667
McBride,Village (1),3,53.304167,-120.163889
Midway,Village (1),3,49.008333,-118.778333
Montrose,Village (1),3,49.078889,-117.594167
Nakusp,Village (1),3,50.239167,-117.7975
New Denver,Village (1),3,49.991389,-117.377222
Pemberton,Village (1),3,50.320556,-122.807778
Port Alice,Village (1),3,50.426667,-127.488056
Port Clements,Village (1),3,53.685556,-132.183611
Pouce Coupe,Village (1),3,55.714722,-120.133611
Radium Hot Springs,Village (1),3,50.62,-116.076111
Salmo,Village (1),3,49.193333,-117.278611
Sayward,Village (1),3,50.378889,-125.959444
Silverton,Village (1),3,49.952778,-117.357222
Slocan,Village (1),3,49.767778,-117.466111
Tahsis,Village (1),3,49.916389,-126.664444
Telkwa,Village (1),3,54.696667,-127.050833
Valemount,Village (1),3,52.829444,-119.28
Warfield,Village (1),3,49.094167,-117.749167
Zeballos,Village (1),3,49.9825,-126.846111
Whistler,Resort Municipality,16,50.117222,-122.954722
100 Mile House,District Municipality (1),35,51.642778,-121.295556
Barriere,District Municipality (1),35,51.179722,-120.123611
Bowen Island,District Municipality (1),35,49.379722,-123.344167
Central Saanich,District Municipality (1),35,48.594444,-123.420833
Chetwynd,District Municipality (1),35,55.695833,-121.638333
Clearwater,District Municipality (1),35,51.645556,-120.0325
Coldstream,District Municipality (1),35,50.223889,-119.23
Elkford,District Municipality (1),35,50.024444,-114.921667
Esquimalt,District Municipality (1),35,48.429722,-123.414444
Fort St. James,District Municipality (1),35,54.444444,-124.259167
Highlands,District Municipality (1),35,48.480556,-123.511944
Hope,District Municipality (1),35,49.38,-121.441389
Houston,District Municipality (1),35,54.398333,-126.648333
Hudson's Hope,District Municipality (1),35,56.025833,-121.913611
Invermere,District Municipality (1),35,50.505833,-116.030556
Kent,District Municipality (1),35,49.238056,-121.7625
Kitimat,District Municipality (1),35,54.053333,-128.652222
Lake Country,District Municipality (1),35,50.030278,-119.4025
Langley,District Municipality (1),35,49.120278,-122.659722
Lantzville,District Municipality (1),35,49.250556,-124.074444
Lillooet,District Municipality (1),35,50.693889,-121.933611
Logan Lake,District Municipality (1),35,50.494444,-120.813333
Mackenzie,District Municipality (1),35,55.324444,-123.092778
Metchosin,District Municipality (1),35,48.379167,-123.535833
Mission,District Municipality (1),35,49.159167,-122.283889
New Hazelton,District Municipality (1),35,55.243333,-127.586944
North Cowichan,District Municipality (1),35,48.824722,-123.719722
North Saanich,District Municipality (1),35,48.656389,-123.432222
North Vancouver,District Municipality (1),35,49.336111,-123.078056
Northern Rockies Regional Municipality,District Municipality (1),35,58.803889,-122.706667
Oak Bay,District Municipality (1),35,48.425833,-123.318056
Peachland,District Municipality (1),35,49.773889,-119.736389
Port Edward,District Municipality (1),35,54.220556,-130.289444
Port Hardy,District Municipality (1),35,50.724444,-127.498056
Saanich,District Municipality (1),35,48.456667,-123.373333
Sechelt,District Municipality (1),35,49.471667,-123.763333
Sicamous,District Municipality (1),35,50.836111,-118.98
Sooke,District Municipality (1),35,48.382778,-123.731944
Spallumcheen,District Municipality (1),35,50.4025,-119.2175
Sparwood,District Municipality (1),35,49.733333,-114.885833
Squamish,District Municipality (1),35,49.698056,-123.155833
Stewart,District Municipality (1),35,55.938333,-129.991111
Summerland,District Municipality (1),35,49.602222,-119.681944
Taylor,District Municipality (1),35,56.159167,-120.686667
Tofino,District Municipality (1),35,49.153056,-125.904444
Tumbler Ridge,District Municipality (1),35,55.126111,-120.998056
Ucluelet,District Municipality (1),35,48.942778,-125.546111
Vanderhoof,District Municipality (1),35,54.0175,-124.0075
Wells,District Municipality (1),35,53.104444,-121.5725
West Vancouver,District Municipality (1),35,49.331111,-123.159722
Sun Peaks,Mountain Resort Municipality,39,50.884444,-119.879444
'Ksan,Locality,108,55.249444,-127.679722
105 Mile House,Locality,108,51.699833,-121.317968
111 Mile House,Locality,108,51.7665,-121.384639
114 Mile House,Locality,108,51.799833,-121.434642
12 Mile,Locality,108,55.816506,-124.968234
122 Mile House,Locality,108,51.849832,-121.601316
127 Mile House,Locality,108,51.883164,-121.667985
40 Mile Flats,Locality,108,57.937307,-130.035174
Agate,Locality,108,50.266492,-121.117922
Ahousat,Locality,108,49.283099,-126.06805
Albas,Locality,108,51.199854,-119.017877
Albreda,Locality,108,52.637366,-119.163755
Alice Arm,Locality,108,55.483108,-129.468373
Alice Siding,Locality,108,49.122089,-116.52191
Allenby,Locality,108,49.416495,-120.517881
Allison Lake,Locality,108,49.688717,-120.602613
Alta Lake,Locality,108,50.099804,-122.984645
Alvin,Locality,108,49.599806,-122.63462
Anaconda,Locality,108,49.083179,-118.684481
Anvil Island,Locality,108,49.516465,-123.301305
Anzac,Locality,108,54.7625,-122.500278
Applegrove,Locality,108,49.783188,-118.084477
Ardmore,Locality,108,48.638683,-123.467954
Arrow Park,Locality,108,50.128611,-117.904167
Arrowhead,Locality,108,50.710973,-117.921994
Aspen Grove,Locality,108,49.933163,-120.617898
Atnarko,Locality,108,52.399786,-125.834805
Attachie,Locality,108,56.216556,-121.418121
Baker,Locality,108,49.499877,-115.584387
Baker Creek,Locality,108,52.933159,-123.020841
Bamberton,Locality,108,48.591111,-123.526667
Bastion Bay,Locality,108,50.849851,-119.084537
Bear Creek,Locality,108,49.533149,-121.751257
Bear Flat,Locality,108,56.283226,-121.234783
Beasley,Locality,108,49.483192,-117.463616
Beaton,Locality,108,50.733197,-117.734488
Beatton Ranch,Locality,108,56.733218,-122.584851
Beaver Pass House,Locality,108,53.073452,-121.856917
Becher House,Locality,108,51.949822,-122.518016
Bell II,Locality,108,56.744234,-129.796219
Bennett,Locality,108,59.84977,-135.002119
Benson Lake,Locality,108,50.366422,-127.234784
Beresford,Locality,108,50.58317,-120.251236
Beryl Prairie,Locality,108,56.083213,-122.034805
Bessborough,Locality,108,55.81656,-120.501405
Bevan,Locality,108,49.666445,-125.084698
Big Bay,Locality,108,50.399781,-125.13472
Big Creek,Locality,108,51.716481,-123.034692
Big Lake Ranch,Locality,108,52.416501,-121.851341
Billings,Locality,108,49.016516,-118.234464
Billings Bay,Locality,108,49.699789,-124.201338
Birchdale,Locality,108,50.033201,-116.867775
Birken,Locality,108,50.483144,-122.617977
Black Creek,Locality,108,52.296389,-121.093056
Blackloam,Locality,108,50.649837,-120.251237
Blackwater,Locality,108,53.283161,-123.134745
Bliss Landing,Locality,108,50.033116,-124.818033
Bloedel,Locality,108,50.116443,-125.38472
Blue Springs,Locality,108,50.249849,-118.851181
Boat Basin,Locality,108,49.478928,-126.4264
Boat Harbour,Locality,108,49.083124,-123.801309
Bob Quinn Lake,Locality,108,56.972009,-130.249022
Bold Point,Locality,108,50.166446,-125.168048
Boring Ranch,Locality,108,56.949887,-122.701531
Boston Flats,Locality,108,50.766493,-121.301275
Boulder City,Locality,108,58.399831,-129.001828
Boundary Falls,Locality,108,49.033179,-118.701147
Bowen Bay,Locality,108,49.349796,-123.417971
Brady Ranch,Locality,108,56.826389,-122.629167
Braeloch,Locality,108,49.783173,-119.517858
Bralorne,Locality,108,50.766476,-122.817991
Brem River,Locality,108,50.43312,-124.66804
Brexton,Locality,108,50.836111,-122.825
Briar Ridge,Locality,108,55.783232,-120.03472
Broman Lake,Locality,108,54.416471,-126.134886
Brookmere,Locality,108,49.817882,-120.876236
Brunswick Beach,Locality,108,49.47358,-123.243734
Buccaneer Bay,Locality,108,49.488044,-123.984869
Bulkley House,Locality,108,55.699821,-126.23494
Bull River,Locality,108,49.466545,-115.451048
Cahilty,Locality,108,50.949842,-120.017904
Callison Ranch,Locality,108,58.633129,-131.685268
Camborne,Locality,108,50.783198,-117.634486
Camp Artaban,Locality,108,49.483131,-123.351306
Camp McKinney,Locality,108,49.116507,-119.184498
Campbell Creek,Locality,108,50.656784,-120.081788
Canford,Locality,108,50.149826,-121.001249
Canyon Hot Springs,Locality,108,51.133199,-117.851169
Carlin,Locality,108,50.816515,-119.317877
Carlson,Locality,108,53.970676,-122.572249
Carmi,Locality,108,49.499843,-119.117838
Carnaby,Locality,108,55.180556,-127.759722
Carrolls Landing,Locality,108,50.044302,-117.896977
Carson,Locality,108,49.005403,-118.509473
Cascade,Locality,108,49.016517,-118.20113
Ceepeecee,Locality,108,49.873611,-126.713889
Chamiss Bay,Locality,108,50.069197,-127.288943
Chapmans,Locality,108,49.716486,-121.417918
Charlotte Lake,Locality,108,52.224791,-125.301449
Chasm,Locality,108,51.216494,-121.484627
Chaumox,Locality,108,49.945653,-121.481815
Cheam View,Locality,108,49.249815,-121.684581
Cheekye,Locality,108,49.799801,-123.151308
Cheslatta,Locality,108,53.816468,-125.80152
Chetarpe,Locality,108,49.249766,-126.001381
Chinook Cove,Locality,108,51.233176,-120.167917
Choate,Locality,108,49.466485,-121.417911
Chopaka,Locality,108,48.999835,-119.717846
Christian Valley,Locality,108,49.549846,-118.817829
Chu Chua,Locality,108,51.349843,-120.16792
Church House,Locality,108,50.333115,-125.06805
Chute Lake,Locality,108,49.683173,-119.534523
Cinema,Locality,108,53.233169,-122.451387
Clapperton,Locality,108,50.333158,-121.217927
Clayoquot,Locality,108,49.166433,-125.93471
Clemretta,Locality,108,53.999797,-126.284876
Clo-oose,Locality,108,48.649778,-124.817996
Coal River,Locality,108,59.649886,-126.935152
Cody,Locality,108,49.966531,-117.201119
Cokato,Locality,108,49.466548,-115.067702
Coldspring House,Locality,108,53.016504,-122.084701
Colleymount,Locality,108,54.033133,-126.151539
Copper Creek,Locality,108,50.783166,-120.767925
Corbin,Locality,108,49.516552,-114.651022
Corra Linn,Locality,108,49.470833,-117.469444
Cottonwood,Locality,108,53.049837,-122.168038
Coutlee,Locality,108,50.124444,-120.826111
Cowans Point,Locality,108,49.33313,-123.351302
Cracroft,Locality,108,50.526155,-126.381985
Creekside,Locality,108,50.400833,-122.703056
Crescent Spur,Locality,108,53.583193,-120.68467
Criss Creek,Locality,108,51.049835,-120.734597
Crowsnest,Locality,108,49.633219,-114.684359
Croydon,Locality,108,53.066531,-119.717954
Cumshewa,Locality,108,53.033048,-131.685008
Curzon,Locality,108,49.083203,-116.134396
Dadens,Locality,108,54.187208,-132.985094
Danskin,Locality,108,53.988692,-125.793192
Darrell Bay,Locality,108,49.666467,-123.167972
Dawsons Landing,Locality,108,51.583091,-127.584833
Days Ranch,Locality,108,58.03313,-130.885208
Deadwood,Locality,108,49.099845,-118.701148
Deep Creek,Locality,108,50.616515,-119.217869
Deer Park,Locality,108,49.41652,-118.051134
Deerholme,Locality,108,48.752569,-123.759633
Defot,Locality,108,58.89982,-130.451906
Deka Lake,Locality,108,51.608171,-120.851283
Devine,Locality,108,50.516479,-122.48464
Doe River,Locality,108,55.999901,-120.08473
Dog Creek,Locality,108,54.28316,-124.268151
Doriston,Locality,108,49.716459,-123.884662
Dorreen,Locality,108,54.843056,-128.344722
Dugan Lake,Locality,108,52.166111,-121.9275
Duncan Bay,Locality,108,50.071389,-125.286667
Dunsmuir,Locality,108,49.387778,-124.610833
Eagle Bluff,Locality,108,49.267222,-119.519722
Earls Cove,Locality,108,49.751944,-124.009167
East Arrow Park,Locality,108,50.091389,-117.919167
East Gate,Locality,108,51.414722,-117.473611
East Pine,Locality,108,55.725833,-121.2175
Eastbourne,Locality,108,49.395556,-123.434722
Echo Bay,Locality,108,50.75,-126.494722
Ecoole,Locality,108,48.968333,-125.058333
Eddy,Locality,108,53.236389,-120.069167
Edelweiss,Locality,108,51.315833,-116.9725
Eholt,Locality,108,49.156389,-118.543333
Ekins Point,Locality,108,49.528889,-123.390833
Elephant Crossing,Locality,108,50.6675,-128.068611
Elk Bay,Locality,108,50.277778,-125.438611
Elk Prairie,Locality,108,49.763333,-114.889167
Engineer,Locality,108,59.492778,-134.246667
Enterprise,Locality,108,51.971389,-121.813333
Erie,Locality,108,49.190833,-117.335833
Esperanza,Locality,108,49.8725,-126.743333
Estevan Point,Locality,108,49.383611,-126.543333
Exeter,Locality,108,51.652778,-121.326389
Exlou,Locality,108,51.12,-120.125278
Fair Harbour,Locality,108,50.060833,-127.111389
Farrell Creek,Locality,108,56.120833,-121.727778
Federal Ranch,Locality,108,56.440278,-122.393056
Fellers Heights,Locality,108,55.598611,-120.566667
Ferguson,Locality,108,50.676389,-117.476389
Fifth Cabin,Locality,108,56.419444,-127.961111
Fintry,Locality,108,50.134722,-119.501389
Fireside,Locality,108,59.673056,-127.149722
Five Mile,Locality,108,50.669444,-117.447222
Flathead,Locality,108,48.999884,-114.484339
Flathead,Locality,108,49.357222,-114.620833
Fontas,Locality,108,58.283258,-121.734884
Forde,Locality,108,51.449875,-117.101151
Forestdale,Locality,108,54.413889,-126.194444
Fort Steele,Locality,108,49.616544,-115.634391
Fosthall,Locality,108,50.35,-117.933333
Fountain,Locality,108,50.74982,-121.884627
Fountain Valley,Locality,108,50.733154,-121.867959
Fourth Cabin,Locality,108,56.249252,-127.935022
Fowler,Locality,108,56.833096,-131.76851
Furry Creek,Locality,108,49.583133,-123.212416
Galena Bay,Locality,108,50.666529,-117.851157
Garibaldi,Locality,108,49.966468,-123.151313
Gates,Locality,108,50.499811,-122.534641
Genoa Bay,Locality,108,48.758056,-123.599444
George River,Locality,108,50.558056,-125.525556
Georgetown Mills,Locality,108,54.466415,-130.401693
Gifford,Locality,108,49.099807,-122.334598
Giscome,Locality,108,54.066667,-122.366667
Gitanyow,Locality,108,55.266457,-128.068318
Glen Lake,Locality,108,48.433126,-123.517951
Glenannan,Locality,108,54.016481,-125.0015
Glenemma,Locality,108,50.466512,-119.351203
Glenlily,Locality,108,49.04987,-116.16773
Glenora,Locality,108,57.843611,-131.388611
Glentanna,Locality,108,54.866464,-127.134937
Good Hope Lake,Locality,108,59.281789,-129.304664
Gordon River,Locality,108,48.766451,-124.334651
Gramsons,Locality,108,50.449809,-122.684645
Granduc,Locality,108,56.23311,-130.10176
Granite Bay,Locality,108,50.233111,-125.301387
Grasmere,Locality,108,49.10,-115.083333
Grassy Plains,Locality,108,53.966469,-125.884861
Great Central,Locality,108,49.316445,-124.984685
Greata,Locality,108,49.699837,-119.751197
Gundy,Locality,108,55.599896,-120.001379
Haina,Locality,108,53.212211,-132.035859
Halfway Ranch,Locality,108,56.499887,-122.034821
Hall,Locality,108,49.383194,-117.23444
Hanceville,Locality,108,51.91926,-123.043032
Hardwicke Island,Locality,108,50.416438,-125.918078
Harmac,Locality,108,49.133124,-123.851312
Headquarters,Locality,108,49.766445,-125.118035
Health Bay,Locality,108,50.699765,-126.601441
Hells Gate,Locality,108,49.783153,-121.451254
Hesquiat,Locality,108,49.399761,-126.468065
Hickethier Ranch,Locality,108,56.516552,-122.218162
Hillcrest,Locality,108,48.79979,-123.801302
Hippa,Locality,108,53.530257,-132.953121
Hiusta Meadow,Locality,108,58.049796,-130.951878
Hkusam,Locality,108,50.386944,-125.9275
Holmwood,Locality,108,50.616507,-119.951227
Homfray Creek,Locality,108,50.299786,-124.634702
Hopington,Locality,108,49.083138,-122.551271
Hot Springs Cove,Locality,108,49.36643,-126.263892
Howser,Locality,108,50.302778,-116.95
Hullcar,Locality,108,50.499847,-119.267868
Hunts Inlet,Locality,108,54.066409,-130.435011
Hydraulic,Locality,108,52.616504,-121.701342
Hyland Post,Locality,108,57.649828,-128.151761
Hyland Ranch,Locality,108,58.166457,-131.485236
Ingenika Mine,Locality,108,56.699851,-125.184945
Irvines Landing,Locality,108,49.633123,-124.051332
Isle Pierre,Locality,108,53.949834,-123.251438
Jacksons,Locality,108,57.616444,-131.685214
Jade City,Locality,108,59.258173,-129.626897
Jellicoe,Locality,108,49.683165,-120.284547
Jersey,Locality,108,49.09986,-117.234433
Jesmond,Locality,108,51.249823,-121.95131
Jura,Locality,108,49.533163,-120.451215
K'i Deldel,Locality,108,52.304444,-124.231389
Kaisun,Locality,108,53.033037,-132.451698
Kanaka Bar,Locality,108,50.116487,-121.567933
Keats Island,Locality,108,49.409172,-123.462557
Kedleston,Locality,108,50.316513,-119.184527
Keithley Creek,Locality,108,52.766509,-121.418003
Kelly Lake,Locality,108,51.01649,-121.767964
Kendrick Camp,Locality,108,49.741426,-126.651414
Kerr Creek,Locality,108,49.049845,-118.751149
Kildonan,Locality,108,49.00075,-124.9945
Kilkerran,Locality,108,55.83323,-120.268064
Kimsquit,Locality,108,52.83311,-126.951522
Kingcome,Locality,108,50.966438,-126.18477
Kingcome Inlet,Locality,108,50.949771,-126.201437
Kingsgate,Locality,108,48.999869,-116.184396
Kiusta,Locality,108,54.166374,-133.018427
Kleindale,Locality,108,49.633124,-123.967996
Kobes,Locality,108,56.638783,-121.651479
Kootenay Crossing,Locality,108,50.883214,-116.051101
Kragmont,Locality,108,49.174879,-115.217701
Kung,Locality,108,54.049712,-132.568409
Lac Le Jeune,Locality,108,50.477778,-120.497222
Lake Kathlyn,Locality,108,54.816462,-127.218271
Laketon,Locality,108,58.699821,-130.101883
Larsons Landing,Locality,108,49.983117,-124.684695
Lawnhill,Locality,108,53.399715,-131.918363
Leechtown,Locality,108,48.495833,-123.7125
Lees Corner,Locality,108,51.941482,-123.099979
Lejac,Locality,108,54.049817,-124.751493
Lemoray,Locality,108,55.54,-122.480556
Lexau Ranch,Locality,108,56.516553,-122.118159
Liard River,Locality,108,59.416559,-126.085107
Lily Lake,Locality,108,53.916485,-124.551481
Lindell,Locality,108,49.016477,-122.051253
Lindeman,Locality,108,59.7831,-135.085451
Lockeport,Locality,108,52.716376,-131.835001
Longworth,Locality,108,53.916522,-121.468042
Loon Lake,Locality,108,51.083162,-121.301284
Loos,Locality,108,53.603333,-120.709167
Lucerne,Locality,108,52.849874,-118.551239
Lumberton,Locality,108,49.416541,-115.867728
Mabel Lake,Locality,108,50.316517,-118.801181
Macalister,Locality,108,52.449828,-122.40136
Magnum Mine,Locality,108,58.499885,-125.168359
Mahood Falls,Locality,108,51.833175,-120.651283
Makinson,Locality,108,50.066524,-117.917812
Manson Creek,Locality,108,55.66651,-124.484878
Mapes,Locality,108,53.88316,-123.868124
Marblehead,Locality,108,50.249868,-116.967784
Marilla,Locality,108,53.699799,-125.851517
Marron Valley,Locality,108,49.366503,-119.667853
Marshall School Junction,Locality,108,49.710896,-124.509959
Matilpi,Locality,108,50.549769,-126.184757
McCulloch,Locality,108,49.799844,-119.184514
McDame,Locality,108,59.183177,-129.235212
McDonalds Landing,Locality,108,53.999801,-126.034867
McGillivray,Locality,108,50.61648,-122.434641
McGuire,Locality,108,50.055,-123.106944
McKearney Ranch,Locality,108,56.633217,-122.468176
McLean Ranch,Locality,108,56.516553,-122.151493
McNab Creek,Locality,108,49.55745,-123.39758
Meachen,Locality,108,49.616538,-116.267746
Meadows,Locality,108,49.183192,-117.401107
Meem Quam Leese,Locality,108,50.619209,-126.576438
Meldrum Creek,Locality,108,52.099825,-122.334681
Meziadin Junction,Locality,108,56.101175,-129.301728
Mile 62 1/2,Locality,108,56.38323,-121.084781
Mill Bay,Locality,108,54.99283,-129.8981
Millstream,Locality,108,48.499793,-123.517952
Minaty Bay,Locality,108,49.616466,-123.217972
Minto Landing,Locality,108,49.199812,-121.951255
Miocene,Locality,108,52.242889,-121.773555
Mitchell Bay,Locality,108,50.633094,-126.851447
Moha,Locality,108,50.87204,-122.170751
Montney,Locality,108,56.449899,-120.918111
Moricetown,Locality,108,55.03313,-127.33495
Morrissey,Locality,108,49.383215,-115.017698
Mount Gardner,Locality,108,49.399797,-123.384638
Mount Robson,Locality,108,53.034722,-119.231944
Mud Bay,Locality,108,49.099801,-122.884615
Mud Bay,Locality,108,49.466447,-124.80135
Mud River,Locality,108,53.766502,-123.01809
Muncho Lake,Locality,108,58.93322,-125.768403
Murdale,Locality,108,56.533233,-121.001451
Muskwa,Locality,108,58.761034,-122.693276
Myra,Locality,108,49.799842,-119.317852
Nahun,Locality,108,50.083175,-119.501198
Namu,Locality,108,51.866423,-127.868184
Narcosli Creek,Locality,108,52.734551,-122.540263
Nelson Forks,Locality,108,59.499922,-124.018364
Nelway,Locality,108,49.000693,-117.299058
Nemaiah Valley,Locality,108,51.483136,-123.884713
Nesters,Locality,108,50.133138,-122.951311
New Clew,Locality,108,53.024713,-131.776678
Newgate,Locality,108,49.022222,-115.188889
Newlands,Locality,108,54.099849,-122.201407
Niagara,Locality,108,49.099848,-118.467807
Nimpkish Heights,Locality,108,50.566426,-127.001449
Ninstints,Locality,108,52.098889,-131.2175
Noralee,Locality,108,53.983129,-126.43488
North Bonaparte,Locality,108,51.399835,-120.917947
North Pine,Locality,108,56.433235,-120.718103
Nulki,Locality,108,53.916489,-124.201469
Ogden,Locality,108,50.781754,-122.823547
Old Fort,Locality,108,55.038611,-126.314444
Old Hogem,Locality,108,55.766499,-125.451582
Old Remo,Locality,108,54.466438,-128.718306
Old Town,Locality,108,49.549874,-115.967734
Oona River,Locality,108,53.949744,-130.251668
Ootsa Lake,Locality,108,53.799798,-126.051527
Osland,Locality,108,54.13308,-130.168339
Othello,Locality,108,49.383152,-121.351241
Owen Bay,Locality,108,50.316389,-125.221667
Owl Creek,Locality,108,50.347222,-122.733333
Paradise Point,Locality,108,50.79985,-119.167872
Paradise Valley,Locality,108,49.816468,-123.151309
Parkland,Locality,108,55.916561,-120.568078
Parson,Locality,108,51.066544,-116.634459
Pass Creek,Locality,108,49.38319,-117.667787
Paulson,Locality,108,49.199852,-118.117798
Peejay,Locality,108,56.883244,-120.618116
Pemberton Meadows,Locality,108,50.441473,-122.917985
Pendleton Bay,Locality,108,54.516667,-125.711944
Penny,Locality,108,53.849856,-121.2847
Pinchi,Locality,108,54.566494,-124.501503
Pinchi Lake,Locality,108,54.633162,-124.418169
Pine Valley,Locality,108,55.633205,-122.118125
Pinegrove,Locality,108,53.066506,-121.951364
Pineview,Locality,108,56.333232,-120.768101
Pink Mountain,Locality,108,57.033224,-122.518194
Pioneer Mine,Locality,108,50.766477,-122.784657
Pleasant Camp,Locality,108,59.505,-136.463056
Poplar Creek,Locality,108,50.416534,-117.13446
Porcher Island,Locality,108,54.083077,-130.38501
Port Albion,Locality,108,48.94703,-125.536964
Port Douglas,Locality,108,49.766478,-122.167943
Port Neville,Locality,108,50.4931,-126.08642
Porteau,Locality,108,49.549799,-123.234638
Porter Landing,Locality,108,58.799823,-130.101889
Porto Rico,Locality,108,49.329167,-117.242222
Prairiedale,Locality,108,54.049826,-124.068136
Premier,Locality,108,56.049775,-130.018416
Premier Lake,Locality,108,49.949879,-115.651066
Prophet River,Locality,108,58.083242,-122.701579
Punchaw,Locality,108,53.433162,-123.184752
Puntledge,Locality,108,49.666445,-125.051364
Quesnel Forks,Locality,108,52.666505,-121.668009
Quilchena,Locality,108,50.166498,-120.501233
Rainy Hollow,Locality,108,59.549738,-136.535484
Read Island,Locality,108,50.183114,-125.084713
Red Pass,Locality,108,52.983204,-119.001259
Red Rose,Locality,108,55.131667,-127.618889
Redstone,Locality,108,52.133143,-123.701394
Refuge Cove,Locality,108,50.11645,-124.834703
Remac,Locality,108,49.033191,-117.384437
Renata,Locality,108,49.433186,-118.101136
Retallack,Locality,108,50.049865,-117.134452
Rhone,Locality,108,49.233333,-119.016667
Robson West,Locality,108,49.33319,-117.701121
Rock Bay,Locality,108,50.33311,-125.484729
Roe Lake,Locality,108,51.516504,-120.834614
Rogers Pass,Locality,108,51.29987,-117.517828
Roosville,Locality,108,49.001111,-115.052778
Rose Harbour,Locality,108,52.149716,-131.076624
Rose Prairie,Locality,108,56.499902,-120.784775
Rosebery,Locality,108,50.033196,-117.412238
Rosswood,Locality,108,54.799775,-128.768321
Round Lake,Locality,108,54.666464,-126.918255
Round Prairie,Locality,108,50.066553,-114.91771
Roy,Locality,108,50.516443,-125.534736
Ruby Creek,Locality,108,49.349816,-121.601248
Rupert,Locality,108,59.599777,-134.18541
Rykerts,Locality,108,48.999866,-116.501074
Saloon,Locality,108,58.133124,-131.385231
Sanca,Locality,108,49.391667,-116.735
Sandon,Locality,108,49.975556,-117.227222
